episode,total_reward,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
32,-24.37347290919383,-0.2633796302830636,-0.6837955042792317,0.0,-2.775642886775941,-1.1109198039984562,0.0,-4.499119276446431,-29.436563763887136,-349.59087217050126,5.390028721172822,-7.949265116965785,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
33,-25.444313613580672,-0.4276689054700395,-3.5818474034741605,0.0,1.92008912171665,-0.364917085895371,0.0,-9.476718863322938,-106.31021796075972,-290.57922666564883,5.3017404596350985,-7.955158090220481,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
34,-27.401227056124647,-0.7243586607654503,-6.75342816074032,0.0,1.4513341831993003,-0.5876572922035947,0.0,-18.341176530484656,-115.30476193273209,-350.19257031522994,5.296572515010899,-8.047611827183529,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
35,-28.321850496216037,-0.894368246698347,-7.2295347380608055,0.0,-2.6264026797328057,0.9478460810589198,0.0,-11.739311907165536,-144.16431468725852,-421.89040990849367,5.250182633294563,-8.105607027473539,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
36,-29.115905248925408,-1.965463269086765,-6.020053109779793,0.0,2.136750410042943,1.0292305081455382,0.0,-39.73397997020761,-74.33235775578902,-852.2653826473777,5.232793064099678,-8.152548082512068,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
37,-44.50577743492276,-8.117373257895325,-42.02836076859966,0.0,-2.598954578088062,0.8434492407999201,0.0,-290.32481620562265,-1894.1395036886734,-1764.1392343958928,5.178240781796064,-8.197266071055182,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
38,-203.84340688998606,-150.0,150.0,120.69661864908414,2.0276528069482573,-2.6422001198939995,0.0,-25716.509312139453,147697.50298655816,20935.90628783398,3.218451048190168,-5.1967994073110075,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
39,-294.0,150.0,-150.0,0.0,1.180066266981136,1.2524240644407314,0.0,2.977314525893881e+16,-1.2321739378042762e+18,-7.370476683015014e+17,3.413583699643055,-5.591784095508979,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
40,-438.0,-150.0,150.0,300.0,-1.413982855340997,-1.3059490300611785,0.0,-4.122577824621464e+119,3.3746764923401237e+121,4.708258401039524e+120,3.369760807493686,-5.5829241161119345,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
41,nan,nan,nan,nan,0.6840372755652595,1.2549068706696858,0.0,nan,nan,nan,3.3332112057388334,-5.636567968672262,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
42,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
43,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
44,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
45,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,442.3154897717952,441.2347552675628,440.80713752628407,439.81579861564995
